"","SRR1033183","SRR1033278","SRR1033010","SRR1033228","SRR1033161","SRR1032930","SRR1032912","SRR1032941","SRR1033275","SRR1032971","SRR1032972","SRR1032981","SRR1032945","SRR1032948","SRR1032953","SRR1032982","SRR1032924","SRR1032964","SRR1032985","SRR1032989"
"ADAMTS19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0,0,1,9,7,0,3,1,0,17,0,0,9,18,0,1,5,0,0,0
"ADAMTS20",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"ADAMTS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS4",0,16,38,20,61,17,16,12,20,0,1,4,2,36,0,26,0,2,26,17
"ADAMTS5",43,29,22,3,6,0,0,0,0,0,3,21,0,0,0,1,0,0,0,0
"ADAMTS6",0,0,0,29,3,2,70,59,0,2,2,1,5,0,0,12,1,15,7,0
"ADAMTS7",6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS9",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL1",30,0,1,13,3,7,30,26,38,1,35,0,1,22,0,0,0,0,5,0
"ADAMTSL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL3",0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ADAMTSL4",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ADAMTSL5",3,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ADAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAR",0,16,41,19,2,93,10,24,17,1,17,87,6,56,149,8,27,90,66,38
"ADARB1",1,4,0,7,1,0,16,4,0,20,17,144,22,1,0,48,26,12,0,0
"ADARB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADARB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAT1",0,2,0,2,0,6,11,0,1,0,67,8,12,33,35,9,54,7,0,0
"ADAT2",0,0,0,0,0,13,0,0,21,0,0,0,11,2,0,15,11,0,0,0
"ADAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADC",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK2",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0
"ADCK3",0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ADCK4",0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
"ADCK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ADCY10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY10P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0
"ADCY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY3",0,7,0,5,5,2,0,10,12,25,0,1,4,2,5,12,5,0,0,4
"ADCY4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY6",0,10,0,2,0,0,1,0,0,0,1,0,0,0,0,6,0,0,20,0
"ADCY7",0,0,0,0,0,1,3,0,0,9,1,2,0,1,0,0,0,1,0,13
"ADCY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY9",0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
"ADCYAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCYAP1R1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADD1",34,85,73,13,59,10,34,56,19,45,38,30,64,97,44,24,8,8,18,10
"ADD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADD3",6,2,2,114,0,27,1,2,38,3,42,92,130,9,44,8,0,16,0,0
"ADGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ADH1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5",63,189,11,103,240,129,254,245,136,102,306,259,338,159,23,248,10,152,149,153
"ADH6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADHFE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ADI1",1,61,0,0,0,22,46,27,13,0,25,31,0,63,0,4,2,0,0,65
"ADIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1",0,6,177,18,13,272,25,0,83,165,30,3,94,12,17,168,54,298,1,3
"ADIPOR2",99,27,0,3,1,0,5,0,2,0,1,0,0,1,23,28,1,3,0,8
"ADIRF",51,130,291,429,177,72,128,152,52,185,602,134,16,96,175,196,121,13,79,84
"ADK",230,63,50,43,117,121,13,147,265,1,88,248,0,75,127,134,222,145,120,8
"ADM",0,379,0,0,0,0,0,7,45,3,0,0,0,11,34,4,19,0,0,50
"ADM2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADNP",0,10,0,7,0,0,36,8,10,0,1,9,4,26,80,16,42,0,13,63
"ADNP2",0,34,0,10,2,8,0,0,0,0,3,3,44,8,0,3,2,6,2,28
"ADO",0,1,0,3,30,0,0,0,0,0,0,0,13,0,4,0,0,0,1,0
"ADORA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2B",0,31,0,6,1,0,0,0,0,0,0,152,0,0,0,19,0,0,0,0
"ADORA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPGK",0,57,1,0,0,58,6,14,21,73,8,42,8,0,1,0,2,0,5,0
"ADPGK-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRH",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",12,0,296,1,0,0,159,50,4,0,125,9,180,129,61,0,0,11,1,3
"ADPRM",5,107,418,0,133,16,0,0,4,0,0,0,1,0,0,1,2,9,0,0
"ADRA1A",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADRA1B",0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,77,1
"ADRA1D",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2A",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2C",0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,2,0,0,0,0
"ADRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRB2",0,38,67,0,0,0,2,0,0,0,5,0,0,1,0,62,0,0,0,0
"ADRB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRBK1",0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"ADRBK2",0,1,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ADRM1",257,34,407,124,20,48,63,24,118,15,58,275,3,93,5,183,23,30,22,64
"ADSL",104,276,102,93,22,24,177,127,32,109,69,374,388,22,243,125,114,207,34,63
"ADSS",0,21,0,7,1,17,15,0,19,8,0,0,5,5,7,8,4,2,8,3
"ADSSL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADTRP",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"AEBP1",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,21,1,0,8,41
"AEBP2",160,71,57,64,15,26,149,43,57,89,105,226,161,91,52,49,5,28,180,97
"AEN",0,0,0,31,1,80,2,25,6,0,24,0,6,25,18,19,13,39,0,0
"AES",43,95,25,56,8,54,19,38,12,8,24,25,11,19,43,27,17,109,9,25
"AFAP1",6,17,0,7,6,1,0,12,3,3,9,0,1,0,0,1,5,0,0,0
"AFAP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFAP1L1",92,0,0,14,0,0,4,0,0,0,0,0,77,0,0,0,0,0,1,1
"AFAP1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFF1",31,0,0,0,3,0,0,0,0,0,0,0,16,23,0,0,0,0,1,11
"AFF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFF4",4,35,2,2,3,4,15,40,10,1,1,0,4,4,2,12,31,11,46,22
"AFG3L1P",0,41,301,0,0,0,17,6,3,0,0,0,0,0,0,1,0,0,99,27
"AFG3L2",61,7,0,3,11,25,41,37,77,13,6,69,6,22,53,11,10,0,33,2
"AFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",0,10,0,20,19,19,14,32,6,35,50,38,5,43,13,74,8,27,6,155
"AFP",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFTPH",0,3,0,0,3,24,0,0,7,3,0,0,0,0,2,0,0,0,5,76
"AGA",0,0,0,25,0,62,2,12,0,0,0,0,2,12,10,57,0,0,0,0
"AGAP1",2,15,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"AGAP11",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AGAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGAP3",0,5,0,0,13,3,0,0,0,0,2,7,1,3,0,1,0,0,0,0
"AGAP4",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGAP5",0,0,0,8,0,3,0,0,1,0,1,0,0,21,1,0,0,0,0,0
"AGAP6",9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,25,0
"AGAP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"AGAP8",7,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0
"AGAP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AGBL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL5",0,0,0,2,0,0,0,4,0,0,0,0,6,5,0,40,0,0,0,0
"AGER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AGFG1",0,5,0,31,0,1,28,37,30,7,12,2,0,15,1,10,1,0,34,14
"AGFG2",0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
"AGGF1",0,0,0,15,0,0,1,0,0,1,0,28,16,25,1,21,0,12,0,55
"AGK",33,6,0,44,0,77,109,0,0,0,0,0,0,56,66,82,22,0,48,0
"AGL",0,3,0,0,0,0,0,0,1,0,10,0,29,2,0,16,0,0,0,0
"AGMAT",0,2,0,0,1,0,1,0,0,0,0,0,4,0,0,0,8,0,0,0
"AGMO",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AGO1",0,1,1,1,2,0,3,13,0,0,0,105,3,14,2,0,38,0,19,4
"AGO2",0,16,0,22,114,0,17,18,0,0,0,0,2,24,32,22,1,0,3,29
"AGO3",0,0,16,0,0,0,0,38,3,0,0,0,2,0,0,16,1,0,0,0
"AGO4",0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,11
"AGPAT1",0,9,76,0,145,15,92,2,16,0,21,39,54,1,128,1,60,579,220,0
"AGPAT2",3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,111,2,0
"AGPAT3",0,1,16,7,0,0,1,1,0,0,0,0,0,0,1,0,2,0,12,0
"AGPAT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
"AGPAT4-IT1",0,0,0,26,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
"AGPAT5",212,26,30,1,5,6,16,45,0,12,41,7,101,13,12,37,9,97,22,40
"AGPAT6",0,1,0,32,25,9,1,5,42,19,0,1,11,4,0,4,10,2,0,21
"AGPAT9",0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
"AGPHD1",0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,46,0,0
"AGPS",7,14,0,18,11,30,9,26,29,36,63,0,9,20,8,9,34,0,17,6
"AGR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGSK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGTPBP1",10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,0,0,3
"AGTR1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"AGTR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGTRAP",0,0,0,17,0,17,78,0,69,0,0,201,5,63,241,73,138,46,8,3
"AGXT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGXT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGXT2L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGXT2L2",0,0,0,2,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"AHCTF1",0,3,0,15,0,38,16,12,1,2,33,0,0,12,15,5,5,7,0,11
"AHCTF1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHCY",61,1,105,123,6,182,94,24,0,0,134,0,27,280,267,194,66,161,60,0
"AHCYL1",46,18,86,25,0,1,36,50,33,129,14,39,0,75,2,51,45,0,84,2
"AHCYL2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AHDC1",2,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"AHI1",45,23,0,7,0,9,3,3,49,25,27,76,19,29,0,23,9,9,81,2
"AHNAK",32,34,10,23,24,19,10,43,25,9,26,7,7,20,55,4,61,108,35,148
"AHNAK2",23,0,1,2,6,0,0,0,1,0,0,0,1,0,6,0,2,0,1,2
"AHR",3,7,0,26,24,30,4,6,15,97,0,11,10,5,19,21,3,0,0,0
"AHRR",0,0,0,29,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
"AHSA1",22,40,92,6,14,37,20,8,0,0,71,324,101,191,7,0,80,52,11,161
"AHSA2",0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"AHSG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AICDA",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIDA",50,160,0,63,7,42,33,46,55,8,74,27,0,0,9,8,30,0,0,0
"AIF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIF1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIFM1",0,0,0,0,0,71,2,1,0,0,5,0,1,65,7,1,1,0,3,19
"AIFM2",0,23,0,0,0,22,0,0,0,3,0,0,1,0,0,0,7,0,55,0
"AIFM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIG1",50,103,0,2,14,133,0,70,45,0,5,2,61,36,18,205,28,232,23,0
"AIM1",0,0,0,2,0,0,7,7,46,0,0,24,1,0,0,21,0,1,1,0
"AIM1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIMP1",15,29,1,51,103,2,40,23,32,30,31,23,24,32,10,58,9,123,56,118
"AIMP2",12,12,7,59,144,74,191,177,46,205,40,33,0,28,1,46,31,81,5,78
"AIP",0,65,0,0,23,0,10,96,39,86,69,73,9,0,0,0,310,1,0,303
"AIPL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIRN",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"AJAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AJUBA",6,15,100,6,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0
"AK1",87,1,1,50,68,0,6,0,2,54,81,52,43,100,1,29,43,0,63,37
"AK2",90,113,15,75,59,29,62,24,69,29,34,27,71,49,72,32,14,23,103,37
"AK3",4,43,0,57,0,15,9,0,10,0,14,1,0,1,47,17,0,2,0,0
"AK4",52,28,0,17,0,21,0,40,45,61,6,46,5,0,7,54,18,0,1,0
"AK5",18,82,0,0,58,113,12,24,4,256,14,14,198,72,27,41,0,18,0,59
"AK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP1",11,0,0,0,0,10,0,3,0,0,11,0,9,13,0,18,0,12,32,5
"AKAP10",6,11,2,3,0,0,9,0,0,0,0,1,0,5,48,2,0,0,0,0
"AKAP11",0,5,0,12,4,21,18,12,2,18,0,26,0,1,0,39,18,2,10,0
"AKAP12",12,41,0,68,13,165,137,93,62,190,101,0,177,246,255,121,277,93,298,100
"AKAP13",23,14,2,20,47,6,5,3,20,0,24,1,0,4,1,4,3,3,2,18
"AKAP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP17A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP2",66,78,10,0,12,76,19,43,9,20,87,52,23,43,27,72,74,15,38,43
"AKAP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP5",0,0,0,1,0,0,0,0,13,0,1,13,0,0,0,0,0,0,0,0
"AKAP6",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP7",0,2,0,0,0,7,11,3,0,0,0,1,3,0,0,0,0,0,0,0
"AKAP8",0,1,22,0,7,0,1,0,53,0,0,0,0,2,0,6,0,60,6,12
"AKAP8L",0,0,0,0,0,0,19,0,30,6,0,0,0,1,0,0,1,0,1,37
"AKAP9",74,40,28,32,37,7,17,8,23,1,9,8,5,16,16,19,45,17,7,12
"AKD1",2,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"AKIP1",209,12,391,60,0,7,44,16,55,43,157,320,67,56,8,203,0,51,0,16
"AKIRIN1",1,13,27,15,0,0,19,1,33,14,0,1,0,26,3,13,0,54,56,5
"AKIRIN2",116,18,45,12,0,2,56,7,29,40,1,1,0,0,2,22,0,3,2,0
"AKNA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKNAD1",6,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0
"AKR1A1",8,73,131,234,503,135,393,497,358,580,47,405,208,226,31,228,69,1,31,293
"AKR1B1",106,0,8,1079,268,180,216,46,501,236,231,2,459,389,170,491,226,76,297,318
"AKR1B10",0,0,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AKR1B15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR1C1",0,0,0,107,41,0,0,14,0,0,18,0,0,0,2,0,6,0,0,0
"AKR1C2",0,0,0,25,0,0,0,0,5,0,0,0,0,5,9,0,0,0,16,0
"AKR1C3",5,0,0,153,0,13,0,0,0,0,0,0,5,28,0,0,0,0,0,11
"AKR1C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR1C6P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR1CL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR1D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR1E2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR7A2",0,13,0,53,0,0,44,10,0,0,2,0,8,0,0,0,0,0,0,0
"AKR7A2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR7A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AKR7L",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AKT1",4,10,2,10,1,0,33,0,3,0,5,1,0,6,2,42,12,36,15,44
"AKT1S1",0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,6
"AKT2",0,0,0,3,1,0,0,0,0,4,0,0,0,0,1,0,1,0,2,0
"AKT3",5,19,0,14,85,21,8,3,4,0,1,0,29,17,0,27,0,0,0,36
"AKTIP",0,0,0,56,0,0,1,1,44,0,5,0,0,5,60,21,0,5,0,0
"ALAD",0,0,0,0,4,0,47,0,0,28,0,0,0,0,0,4,1,0,17,0
"ALAS1",50,0,0,73,0,0,5,5,28,80,1,0,29,19,2,175,17,69,0,4
"ALAS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALCAM",70,138,54,24,85,3,120,49,228,173,94,43,65,107,43,81,229,58,183,172
"ALDH16A1",0,20,0,5,37,18,0,3,18,9,12,1,21,20,0,2,17,0,7,0
"ALDH18A1",0,21,0,2,0,1,3,7,3,0,0,24,1,9,116,5,1,0,96,0
"ALDH1A1",0,42,119,82,0,349,197,0,0,0,6,2,86,0,385,59,476,3,263,352
"ALDH1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH1A3",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ALDH1B1",65,13,1,60,0,30,15,70,17,15,33,26,3,33,5,34,12,37,39,6
"ALDH1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH1L1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH1L1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH1L2",0,0,0,53,35,0,12,40,1,3,66,2,20,9,0,9,0,0,12,0
"ALDH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH3A1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH3A2",32,0,0,93,54,23,3,0,12,0,0,0,0,42,59,0,66,0,0,118
"ALDH3B1",0,2,0,0,57,49,54,0,1,0,0,0,1,0,3,2,28,0,16,0
"ALDH3B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH4A1",0,0,0,0,5,0,0,4,0,0,0,9,0,0,0,5,0,0,2,0
"ALDH5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH6A1",0,0,0,0,74,0,0,0,7,0,0,4,3,0,0,0,75,0,0,0
"ALDH7A1",0,64,0,16,18,72,17,18,4,46,42,47,53,53,0,33,0,0,79,48
"ALDH8A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH9A1",0,22,213,19,4,15,157,234,2,1,55,0,126,108,6,154,154,2,3,3
"ALDOA",2550,1978,1133,1842,3860,3223,3233,1783,1922,2386,1944,2511,3586,2314,4187,2567,3220,1581,1817,2225
"ALDOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDOC",0,184,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALG1",0,1,0,1,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0
"ALG10",0,0,0,0,0,8,4,32,12,0,0,0,0,0,0,16,0,6,0,27
"ALG10B",3,0,1,4,0,8,2,4,10,0,0,2,1,3,0,0,0,0,4,0
"ALG11",3,0,3,4,0,98,48,2,28,4,0,2,9,8,0,10,2,0,91,0
"ALG12",0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"ALG13",0,0,0,48,5,11,21,6,23,23,33,12,25,5,32,4,2,7,19,31
"ALG14",152,108,0,161,0,5,152,0,0,258,5,0,117,90,0,149,0,177,170,13
"ALG1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALG1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALG1L9P",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALG2",0,8,0,29,0,23,1,0,0,0,0,0,57,2,0,0,1,0,2,0
"ALG3",118,0,19,51,0,177,116,119,86,0,117,51,119,16,154,11,188,113,0,212
