"","out01_0","out02_0","out03_0","out04_0","out05_0","out06_0","out07_0","out08_0","out09_0"
"ALDH1B1",116,106,96,75,61,61,50,37,30
"ALDH1L1",0,0,0,0,0,0,0,0,0
"ALDH1L1-AS1",0,0,0,0,0,0,0,0,0
"ALDH1L1-AS2",0,0,0,0,0,0,0,0,0
"ALDH1L2",13,12,12,12,11,12,12,11,11
"ALDH2",2,1,1,1,1,2,2,2,3
"ALDH3A1",0,0,0,0,0,0,0,0,0
"ALDH3A2",18,21,21,24,23,25,28,26,29
"ALDH3B1",10,9,8,8,7,7,6,7,6
"ALDH3B2",0,0,0,0,0,0,0,0,0
"ALDH4A1",2,2,2,2,2,2,2,2,2
"ALDH5A1",2,1,1,1,1,1,1,0,0
"ALDH6A1",1,1,2,3,3,3,4,4,4
"ALDH7A1",32,31,32,31,26,30,32,29,31
"ALDH8A1",0,0,0,0,0,0,0,0,0
"ALDH9A1",60,66,69,73,72,81,85,86,90
"ALDOA",1724,1835,1895,2005,1830,2140,2258,2100,2395
"ALDOB",0,0,0,0,0,0,0,0,0
"ALDOC",11,12,11,9,8,7,7,7,5
"ALG1",2,2,2,1,1,2,1,1,1
"ALG10",6,5,7,6,6,7,7,6,7
"ALG10B",2,2,2,2,2,2,2,2,2
"ALG11",31,30,30,27,23,24,24,20,21
"ALG12",4,5,4,4,2,3,2,1,1
"ALG13",21,22,21,21,16,19,19,18,18
"ALG14",65,67,72,68,60,65,60,57,59
"ALG1L",0,0,0,0,0,0,0,0,0
"ALG1L2",0,0,0,0,0,0,0,0,0
"ALG1L9P",0,1,1,1,1,0,0,0,0
"ALG2",14,12,15,12,10,10,10,10,10
"ALG3",47,58,54,58,56,67,77,68,76
"ALG5",67,70,71,77,76,87,82,84,95
"ALG6",14,13,14,14,12,13,14,12,15
"ALG8",50,54,61,58,65,71,74,75,83
"ALG9",12,12,12,12,11,12,13,12,12
"ALK",0,0,0,0,0,0,0,0,0
"ALKBH1",8,9,10,11,11,12,15,14,14
"ALKBH2",20,20,18,22,18,20,21,21,22
"ALKBH3",45,41,42,44,36,40,42,37,39
"ALKBH4",6,7,5,6,3,3,3,3,2
"ALKBH5",23,25,24,25,23,25,26,26,27
"ALKBH6",1,1,0,0,1,0,0,0,0
"ALKBH7",11,11,8,9,6,8,7,5,5
"ALKBH8",2,3,4,4,5,7,7,7,8
"ALLC",0,0,0,0,0,0,0,0,0
"ALMS1",4,4,3,3,3,3,3,3,3
"ALMS1P",0,0,1,0,0,0,0,1,0
"ALOX12",0,0,0,0,0,0,0,0,0
"ALOX12B",0,0,0,0,0,0,0,0,0
"ALOX12P2",0,0,0,0,0,0,0,0,0
"ALOX15",0,0,0,0,0,0,0,0,0
"ALOX15B",0,0,0,0,0,0,0,0,0
"ALOX15P1",0,0,0,0,0,0,0,0,0
"ALOX5",0,0,0,0,0,0,0,0,0
"ALOX5AP",0,1,0,2,2,1,3,3,3
"ALOXE3",0,0,0,0,0,0,0,0,0
"ALPI",0,0,0,0,0,0,0,0,0
"ALPK1",2,2,1,1,1,1,0,0,0
"ALPK2",22,21,21,19,15,16,14,11,10
"ALPK3",24,21,18,16,12,10,8,5,4
"ALPL",11,16,21,28,29,33,40,41,45
"ALPP",0,0,0,0,0,0,0,0,0
"ALPPL2",0,0,0,0,0,0,0,0,0
"ALS2",31,27,27,24,18,21,18,15,15
"ALS2CL",2,2,2,2,1,1,1,0,0
"ALS2CR11",4,3,3,3,2,2,2,2,2
"ALS2CR12",0,0,0,0,0,0,0,1,0
"ALS2CR8",1,1,1,1,1,1,1,1,1
"ALX1",0,0,0,0,0,0,0,0,0
"ALX3",0,0,0,0,0,0,0,0,0
"ALX4",0,0,0,0,0,0,0,0,0
"ALYREF",20,18,21,23,19,20,23,20,24
"AMACR",1,2,2,2,2,3,3,3,3
"AMBN",0,0,0,0,0,0,0,0,0
"AMBP",0,0,0,0,0,0,0,0,0
"AMBRA1",2,2,2,1,1,1,1,1,1
"AMD1",34,38,39,44,38,44,50,48,53
"AMDHD1",0,1,1,1,1,2,2,2,2
"AMDHD2",0,0,0,0,0,0,0,0,0
"AMELX",0,0,0,0,0,0,0,0,0
"AMELY",0,0,0,0,0,0,0,0,0
"AMER1",0,0,0,0,0,0,0,0,0
"AMER2",0,0,0,0,0,0,0,0,0
"AMER3",0,0,0,0,0,0,0,0,0
"AMFR",26,23,23,20,17,19,18,16,15
"AMH",0,0,0,0,0,0,0,0,0
"AMHR2",0,0,0,0,0,0,0,0,0
"AMICA1",0,0,0,0,0,0,0,0,0
"AMIGO1",0,0,0,0,0,0,0,0,0
"AMIGO2",29,30,32,31,32,36,37,33,38
"AMIGO3",1,1,1,1,1,1,1,2,2
"AMMECR1",19,17,17,16,13,14,14,12,12
"AMMECR1L",5,6,5,5,4,5,4,4,4
"AMN",0,0,0,0,0,0,0,0,0
"AMN1",5,5,6,6,5,6,7,5,6
"AMOT",0,0,0,0,0,0,0,0,0
"AMOTL1",13,15,15,15,14,17,17,16,19
"AMOTL2",41,40,38,36,32,36,36,31,31
"AMPD1",0,0,0,0,0,0,0,0,0
"AMPD2",6,6,6,5,5,6,5,5,4
"AMPD3",0,0,0,0,0,0,0,0,0
"AMPH",0,0,0,0,0,0,0,0,0
"AMT",1,1,1,1,0,0,0,0,0
"AMTN",0,0,0,0,0,0,0,0,0
"AMY1A",0,0,0,0,0,0,0,0,0
"AMY1B",0,0,0,0,0,0,0,0,0
"AMY1C",0,0,0,0,0,0,0,0,0
"AMY2A",0,0,0,0,0,0,0,0,0
"AMY2B",0,1,0,0,0,0,0,0,0
"AMZ1",0,0,0,0,0,0,0,0,0
"AMZ2",98,111,115,112,110,126,132,120,143
"AMZ2P1",11,10,9,9,7,7,7,6,5
"ANAPC1",11,12,12,12,11,12,12,12,12
"ANAPC10",25,25,31,29,26,29,36,28,34
"ANAPC11",415,423,417,423,371,433,429,396,431
"ANAPC13",134,138,128,129,116,129,137,117,130
"ANAPC15",136,150,157,153,138,161,158,154,171
"ANAPC16",32,33,30,31,28,33,32,30,31
"ANAPC1P1",0,0,0,0,0,0,0,0,0
"ANAPC2",0,0,0,0,0,0,0,0,0
"ANAPC4",8,9,12,13,13,18,19,19,23
"ANAPC5",97,97,109,110,104,120,131,116,132
"ANAPC7",25,29,31,30,28,34,35,30,34
"ANG",4,4,5,7,4,5,5,5,6
"ANGEL1",1,1,1,2,1,1,1,1,1
"ANGEL2",11,10,11,10,8,9,9,8,8
"ANGPT1",4,5,4,5,4,5,6,5,6
"ANGPT2",1,1,1,1,1,2,2,2,2
"ANGPT4",0,0,0,0,0,0,0,0,0
"ANGPTL1",2,2,2,2,1,1,1,1,1
"ANGPTL2",1,1,1,1,1,2,2,1,2
"ANGPTL3",0,0,0,0,0,0,0,0,0
"ANGPTL4",1,3,4,7,7,10,9,11,12
"ANGPTL5",0,0,0,0,0,0,0,0,0
"ANGPTL6",1,0,1,1,0,1,0,0,0
"ANGPTL7",1,2,1,1,1,0,0,0,0
"ANHX",0,0,0,0,0,0,0,0,0
"ANK1",15,13,12,9,8,9,8,6,5
"ANK2",21,17,16,13,10,9,6,4,2
"ANK3",1,1,1,1,1,1,2,1,2
"ANKAR",0,0,0,0,0,0,1,0,0
"ANKDD1A",1,1,2,1,1,1,1,1,1
"ANKDD1B",0,0,0,0,0,0,0,0,0
"ANKEF1",0,0,0,0,0,0,0,0,0
"ANKFN1",0,0,0,0,0,0,0,0,0
"ANKFY1",8,8,9,10,9,11,12,10,12
"ANKH",2,2,2,3,3,4,4,4,5
"ANKHD1",10,11,11,12,11,14,13,13,14
"ANKHD1-EIF4EBP3",3,3,2,3,3,4,4,3,4
"ANKIB1",21,20,19,17,15,15,13,12,11
"ANKK1",0,0,0,0,0,0,0,0,0
"ANKLE1",0,0,0,0,0,0,0,0,0
"ANKLE2",7,7,8,10,8,11,11,11,13
"ANKMY1",0,1,1,2,1,2,2,1,2
"ANKMY2",9,11,12,15,13,19,18,19,22
"ANKRA2",22,23,18,16,14,14,13,9,8
"ANKRD1",910,810,724,639,500,486,409,305,258
"ANKRD10",423,376,339,303,233,232,202,154,133
"ANKRD11",17,17,18,19,17,19,20,19,20
"ANKRD12",10,10,10,10,9,11,10,10,10
"ANKRD13A",35,34,35,35,32,37,38,35,38
"ANKRD13B",2,1,1,1,1,1,1,1,1
"ANKRD13C",9,9,10,9,9,10,9,8,9
"ANKRD13D",0,1,0,1,0,1,1,1,0
"ANKRD16",0,1,2,1,1,2,2,2,3
"ANKRD17",27,27,26,26,23,26,26,23,26
"ANKRD18A",0,0,0,0,0,0,0,0,0
"ANKRD18B",5,6,5,7,6,7,8,7,8
"ANKRD18DP",0,0,0,0,0,0,0,0,0
"ANKRD19P",2,2,1,1,1,1,1,1,1
"ANKRD2",5,5,4,2,2,2,1,1,0
"ANKRD20A1",0,0,0,0,0,0,0,0,0
"ANKRD20A11P",0,0,0,0,0,0,0,0,0
"ANKRD20A12P",1,1,0,1,0,1,0,0,0
"ANKRD20A19P",0,0,0,0,0,0,0,0,0
"ANKRD20A2",0,0,0,0,0,0,0,0,0
"ANKRD20A3",0,0,0,0,0,0,0,0,0
"ANKRD20A4",0,0,0,0,0,0,0,0,0
"ANKRD20A5P",0,0,0,0,0,0,0,0,0
"ANKRD20A8P",0,0,0,0,0,0,0,0,0
"ANKRD20A9P",1,1,1,0,0,0,0,0,0
"ANKRD22",0,0,0,0,0,0,0,0,0
"ANKRD23",0,0,0,0,0,0,0,0,0
"ANKRD24",0,0,0,0,0,1,0,0,0
"ANKRD26",7,7,6,7,6,7,6,7,6
"ANKRD26P1",0,0,0,0,0,0,0,0,0
"ANKRD26P3",0,0,0,0,0,0,0,0,0
"ANKRD27",7,6,6,7,5,7,6,6,6
"ANKRD28",23,27,31,36,35,45,50,49,56
"ANKRD29",1,0,0,0,0,0,0,0,0
"ANKRD30A",0,0,0,0,0,0,0,0,0
"ANKRD30B",0,1,0,0,0,0,0,0,0
"ANKRD30BL",0,0,0,0,0,0,0,0,0
"ANKRD30BP2",0,0,0,0,0,0,0,0,0
"ANKRD30BP3",0,0,0,0,0,0,0,0,0
"ANKRD31",0,0,0,0,0,0,0,0,0
"ANKRD32",4,5,6,7,8,10,11,10,13
"ANKRD33",0,0,0,0,0,0,0,0,0
"ANKRD33B",3,3,2,2,1,1,1,1,1
"ANKRD34A",1,1,1,1,1,1,0,0,0
"ANKRD34B",0,0,0,0,0,0,0,0,0
"ANKRD34C",0,0,0,0,0,0,0,0,0
"ANKRD35",2,2,2,2,2,2,2,1,2
"ANKRD36",10,11,12,13,13,16,16,16,19
"ANKRD36B",6,8,9,11,10,12,13,14,15
"ANKRD36BP1",12,13,14,14,13,15,16,14,18
"ANKRD36BP2",0,0,0,0,0,0,0,0,0
"ANKRD37",2,2,1,3,2,2,2,2,3
"ANKRD39",57,54,50,56,48,55,56,50,52
"ANKRD40",126,124,124,127,108,125,121,111,118
"ANKRD42",2,2,2,3,2,3,2,2,3
"ANKRD44",48,40,35,31,23,21,15,11,7
"ANKRD45",0,0,0,0,0,0,0,0,0
"ANKRD46",10,11,8,7,6,6,6,4,5
"ANKRD49",26,23,21,20,16,17,14,10,12
"ANKRD50",16,15,12,12,10,10,10,8,7
"ANKRD52",4,4,4,4,3,3,3,3,3
"ANKRD53",0,1,1,1,1,1,1,1,0
"ANKRD54",10,11,10,12,11,13,13,14,16
"ANKRD55",0,0,0,0,0,0,0,0,0
"ANKRD6",0,0,0,0,0,0,0,0,0
"ANKRD61",0,0,0,0,0,0,0,0,0
"ANKRD62P1-PARP4P3",0,0,0,0,0,0,0,0,0
"ANKRD63",0,0,0,0,0,0,0,0,0
"ANKRD65",0,0,0,0,0,0,0,0,0
"ANKRD66",0,0,0,0,0,0,0,0,0
"ANKRD7",0,0,0,0,0,0,1,1,1
"ANKRD9",0,0,0,0,0,0,0,0,0
"ANKS1A",25,22,19,16,12,10,8,6,4
"ANKS1B",2,2,2,2,1,1,1,1,1
"ANKS3",2,1,2,1,1,1,1,1,1
"ANKS4B",0,0,0,0,0,0,0,0,0
"ANKS6",6,6,5,6,5,5,6,5,6
"ANKUB1",0,0,0,0,0,0,0,0,0
"ANKZF1",7,7,5,4,4,4,4,3,3
"ANLN",22,37,51,67,69,90,104,107,124
"ANO1",0,0,0,0,0,0,0,0,0
"ANO10",15,14,15,14,13,16,16,13,15
"ANO2",0,0,0,0,0,0,0,0,0
"ANO3",0,0,0,0,0,0,0,0,0
"ANO4",1,1,1,1,1,1,1,0,0
"ANO5",0,0,0,0,0,0,0,0,0
"ANO6",13,13,13,15,13,15,15,14,17
"ANO7",0,0,0,0,0,0,0,0,0
"ANO8",0,0,0,0,0,0,0,0,0
"ANO9",0,0,0,0,0,0,0,0,0
"ANP32A",16,16,18,18,16,19,19,17,21
"ANP32A-IT1",0,0,0,0,0,0,0,0,0
"ANP32AP1",0,0,0,0,0,0,0,0,0
"ANP32B",52,54,56,62,56,67,65,63,73
"ANP32C",0,0,0,0,0,0,0,0,0
"ANP32D",0,0,0,0,0,0,0,0,0
"ANP32E",435,511,573,638,608,779,825,796,908
"ANPEP",10,13,17,19,20,24,28,27,31
"ANTXR1",93,91,93,94,83,90,89,86,91
"ANTXR2",24,23,20,17,14,13,11,9,9
"ANXA1",915,968,1002,1031,926,1081,1132,1046,1157
"ANXA10",0,1,1,1,0,0,1,0,0
"ANXA11",26,24,22,20,17,18,15,14,14
"ANXA13",0,0,0,0,0,0,0,0,0
"ANXA2",7666,8275,8808,9371,8664,10518,10972,10512,11666
"ANXA2P1",0,0,0,0,0,0,0,0,0
"ANXA2P2",37,39,42,36,34,42,40,36,46
"ANXA2P3",0,0,0,0,0,0,0,0,0
"ANXA2R",5,4,5,4,3,2,1,1,0
"ANXA3",2,2,2,2,2,2,2,2,2
"ANXA4",44,51,51,58,49,59,61,54,64
"ANXA5",2055,2100,2105,2147,1915,2203,2221,2082,2312
"ANXA6",34,32,31,28,21,24,23,19,18
"ANXA7",136,147,154,159,156,178,186,176,198
"ANXA8",0,0,0,0,0,0,0,0,0
"ANXA8L1",0,0,0,0,0,0,0,0,0
"ANXA8L2",0,0,0,0,0,0,0,0,0
"ANXA9",0,0,0,0,0,0,0,0,0
"AOAH",0,0,0,0,0,0,0,0,0
"AOAH-IT1",0,0,0,0,0,0,0,0,0
"AOC2",1,0,1,0,1,0,0,0,0
"AOC3",0,0,0,0,0,0,0,0,0
"AOC4",0,1,1,1,1,1,1,1,2
"AOX1",9,9,9,8,6,7,7,6,7
"AOX2P",0,0,0,0,0,0,0,0,0
"AP1AR",6,4,4,4,3,3,3,2,2
"AP1B1",3,4,4,3,3,4,4,3,4
"AP1B1P1",0,0,0,0,0,0,0,0,0
"AP1G1",17,17,17,18,15,17,17,15,16
"AP1G2",0,0,0,0,0,0,0,0,0
"AP1M1",10,15,15,20,18,25,26,26,32
"AP1M2",3,2,3,2,2,1,1,0,0
"AP1S1",0,0,1,1,1,1,1,1,1
"AP1S2",53,53,54,53,42,47,49,42,46
"AP1S3",0,1,1,1,1,1,1,1,1
"AP2A1",2,3,2,2,2,2,3,2,3
"AP2A2",4,3,3,3,2,2,2,2,2
"AP2B1",22,23,25,26,23,28,29,27,32
"AP2M1",268,278,281,290,257,309,315,289,316
"AP2S1",85,103,108,114,104,129,131,129,140
"AP3B1",51,53,53,55,50,58,60,55,61
"AP3B2",0,0,0,0,0,0,0,0,0
"AP3D1",15,16,15,14,12,13,13,13,13
"AP3M1",24,25,25,24,20,22,21,19,20
"AP3M2",9,12,12,12,11,14,15,14,14
"AP3S1",152,155,166,169,146,183,182,166,186
"AP3S2",13,12,13,13,14,14,14,12,14
"AP4B1",8,14,16,19,18,25,27,26,31
"AP4B1-AS1",1,0,1,1,0,1,0,0,0
"AP4E1",4,4,6,5,6,7,6,6,7
"AP4M1",9,7,9,9,8,9,11,10,11
"AP4S1",1,2,2,2,2,1,2,2,3
"AP5B1",0,0,0,0,0,0,0,0,0
"AP5M1",26,26,25,26,22,26,24,22,22
"AP5S1",26,26,28,26,20,25,25,23,21
"AP5Z1",0,0,0,0,0,0,0,0,0
"APAF1",6,6,6,6,5,5,6,5,5
"APBA1",0,0,0,0,0,0,0,0,0
"APBA2",0,0,0,0,0,0,0,0,0
"APBA3",3,3,3,2,2,1,2,1,1
"APBB1",2,3,3,2,2,2,3,2,3
"APBB1IP",0,0,0,0,0,0,0,0,0
"APBB2",15,16,16,16,15,17,17,16,17
"APBB3",3,3,2,2,2,2,2,2,2
"APC",24,23,22,21,17,17,16,14,14
"APC2",0,0,0,0,0,0,0,0,0
"APCDD1",0,0,0,0,0,0,0,0,0
"APCDD1L",0,1,1,1,1,1,2,2,2
"APCDD1L-AS1",1,1,1,2,1,1,2,2,3
"APCS",0,0,0,0,0,0,0,0,0
"APEH",43,42,40,35,30,33,30,27,26
"APEX1",402,400,399,395,349,403,404,364,407
"APEX2",30,29,28,28,29,32,34,36,36
"APH1A",12,12,12,12,11,13,12,11,12
"APH1B",13,11,10,10,8,8,7,5,6
"API5",59,60,58,57,47,54,55,49,51
"APIP",40,40,47,52,43,56,56,55,60
"APITD1",7,11,14,18,18,24,24,25,31
"APITD1-CORT",0,0,0,0,0,0,0,0,0
"APLF",0,1,1,1,2,2,2,2,2
"APLN",0,0,0,0,0,0,0,0,0
"APLNR",0,0,0,0,0,0,0,0,0
"APLP1",0,0,0,0,0,0,0,1,1
"APLP2",79,78,80,79,67,80,81,74,78
"APMAP",74,71,76,79,68,76,79,71,78
"APOA1",0,0,0,1,0,0,0,0,0
"APOA1BP",58,59,63,64,50,64,62,59,64
"APOA2",0,0,0,0,0,0,0,0,0
"APOA4",0,0,0,0,0,0,0,0,0
"APOA5",0,0,0,0,0,0,0,0,0
"APOB",0,0,0,0,0,0,0,0,0
"APOBEC1",0,0,0,0,0,0,0,0,0
"APOBEC2",54,49,41,33,22,23,17,9,5
"APOBEC3A",3,2,3,3,2,3,3,2,2
"APOBEC3A_B",0,0,0,0,0,0,0,0,0
"APOBEC3B",15,23,33,41,44,54,66,66,74
"APOBEC3C",94,98,102,110,106,127,134,121,138
"APOBEC3D",0,0,0,0,0,0,0,0,0
"APOBEC3F",2,1,1,2,3,3,4,4,3
"APOBEC3G",1,2,3,2,3,4,6,5,7
"APOBEC3H",0,0,0,0,0,0,0,0,0
"APOBEC4",0,0,0,0,0,0,0,0,0
"APOBR",0,0,0,0,0,0,0,0,0
"APOC1",5,6,7,8,8,11,14,11,12
"APOC1P1",0,0,0,0,0,0,0,0,0
"APOC2",0,0,0,0,0,1,0,0,0
"APOC3",0,0,0,0,0,0,0,0,0
"APOC4",0,0,0,0,0,0,0,0,0
"APOC4-APOC2",0,0,0,0,0,0,0,0,0
"APOD",1,1,1,1,1,0,0,0,0
"APOE",0,0,1,1,1,1,0,1,1
"APOF",0,0,0,0,0,0,0,0,0
"APOH",0,0,0,0,0,0,0,0,0
"APOL1",2,2,2,2,2,2,1,1,1
"APOL2",84,77,73,69,60,68,65,58,61
"APOL3",5,5,4,4,3,2,1,1,1
"APOL4",19,17,15,13,8,8,6,4,2
"APOL5",2,1,0,0,1,1,0,0,0
"APOL6",4,4,4,4,4,4,5,4,4
"APOLD1",0,0,0,1,1,1,1,1,1
"APOM",12,10,9,10,8,7,9,6,7
"APOO",45,45,45,40,34,40,39,38,40
"APOOL",71,65,63,59,51,57,54,46,46
"APOPT1",41,41,41,43,34,44,45,41,45
"APP",32,26,25,21,16,15,14,10,8
"APPBP2",14,15,13,13,10,11,11,9,9
"APPL1",11,11,11,11,11,11,12,11,11
"APPL2",28,29,28,28,26,30,30,27,31
"APRT",287,267,270,268,227,250,250,225,233
"APTX",64,63,63,61,47,50,51,42,42
"AQP1",32,28,23,20,13,12,9,4,3
"AQP10",0,0,0,0,0,0,0,0,0
"AQP11",2,3,2,3,2,3,3,2,3
"AQP12A",0,0,0,0,0,0,0,0,0
"AQP12B",0,0,0,0,0,0,0,0,0
"AQP2",0,0,0,0,0,0,0,0,0
"AQP3",2,2,2,2,1,1,1,1,0
"AQP4",0,0,0,0,0,0,0,0,0
"AQP4-AS1",1,1,1,1,1,1,1,1,0
"AQP5",0,0,0,0,0,0,0,0,0
"AQP6",0,0,0,0,0,0,0,0,0
"AQP7",0,0,0,0,0,0,0,0,0
"AQP7P1",0,0,0,0,0,0,0,0,0
"AQP7P3",2,3,3,4,4,3,7,5,6
"AQP8",0,0,0,0,0,0,0,0,0
"AQP9",0,0,0,0,0,0,0,0,0
"AQPEP",0,0,0,0,0,0,0,0,0
"AQR",31,29,30,29,24,28,28,24,26
"AR",11,11,11,11,9,11,10,9,9
"ARAF",15,14,16,18,16,20,21,18,22
"ARAP1",5,5,5,4,3,3,3,2,2
"ARAP2",0,0,0,0,0,0,0,0,0
"ARAP3",0,0,0,0,0,0,0,0,0
"ARC",0,0,0,0,0,0,0,0,0
"ARCN1",71,67,63,58,51,57,55,47,49
"AREG",0,1,0,0,1,0,1,1,1
"ARF1",362,354,370,367,318,363,366,339,376
"ARF3",16,15,15,13,11,13,12,10,11
"ARF4",615,582,569,547,479,526,529,450,474
"ARF5",81,78,80,76,70,74,77,67,69
"ARF6",597,560,529,503,422,461,430,372,393
"ARFGAP1",8,9,9,8,7,8,7,6,6
"ARFGAP2",49,46,42,39,32,32,30,25,23
"ARFGAP3",66,63,65,61,54,60,59,51,57
"ARFGEF1",18,17,17,15,13,15,13,11,11
"ARFGEF2",4,4,4,4,4,5,5,4,5
"ARFIP1",17,17,18,20,16,20,20,17,21
"ARFIP2",5,5,5,6,4,6,6,6,6
"ARFRP1",6,6,6,6,6,7,8,7,9
"ARG1",1,0,0,1,0,0,0,1,1
"ARG2",0,0,0,0,0,0,0,0,0
"ARGFX",0,0,0,0,0,0,0,0,0
"ARGFXP2",0,0,0,0,0,0,0,0,0
"ARGLU1",153,152,143,156,133,154,153,142,150
"ARHGAP1",135,146,146,154,142,172,176,165,186
"ARHGAP10",14,12,12,11,9,9,9,9,8
"ARHGAP11A",5,8,12,16,16,22,24,25,29
"ARHGAP11B",1,3,4,5,4,6,7,9,12
"ARHGAP12",48,45,37,35,26,26,22,17,15
"ARHGAP15",0,0,0,0,0,0,0,0,0
"ARHGAP17",5,6,5,7,6,5,7,7,7
"ARHGAP18",35,45,53,58,55,71,76,75,84
"ARHGAP19",2,3,3,4,3,3,4,3,4
"ARHGAP19-SLIT1",4,6,9,12,12,15,17,17,22
"ARHGAP20",0,0,0,0,0,0,0,0,0
"ARHGAP21",13,13,14,14,13,14,15,15,15
"ARHGAP22",2,2,4,4,4,7,6,6,9
"ARHGAP23",11,10,9,8,7,7,6,5,5
"ARHGAP24",14,14,15,17,13,15,17,14,17
"ARHGAP25",0,0,0,0,0,0,0,0,0
"ARHGAP26",11,9,8,7,6,5,4,3,2
"ARHGAP26-AS1",0,0,0,0,0,0,0,0,0
"ARHGAP27",0,0,0,0,0,0,0,0,0
"ARHGAP28",12,10,10,8,5,5,4,3,2
"ARHGAP29",15,16,18,21,20,25,26,25,29
"ARHGAP30",0,0,0,0,0,0,0,0,0
"ARHGAP31",2,2,3,3,3,4,3,4,5
"ARHGAP32",4,4,4,4,3,3,2,3,3
"ARHGAP33",0,0,0,0,0,0,0,0,0
"ARHGAP35",3,3,3,3,3,3,3,3,3
"ARHGAP36",0,0,0,0,0,0,0,0,0
"ARHGAP39",1,1,0,0,0,0,0,0,0
"ARHGAP4",1,0,1,1,1,0,0,0,1
"ARHGAP40",0,0,0,0,0,0,0,0,0
"ARHGAP42",4,5,4,3,3,2,2,2,1
"ARHGAP44",0,0,0,0,0,0,0,0,0
"ARHGAP5",17,16,16,15,13,13,13,12,13
"ARHGAP5-AS1",0,1,1,1,1,1,1,2,2
"ARHGAP6",4,5,4,3,3,3,2,2,2
"ARHGAP8",1,2,1,1,1,0,0,0,0
"ARHGAP9",0,0,0,0,0,0,0,0,0
"ARHGDIA",13,14,13,17,16,19,21,19,23
"ARHGDIB",7,15,16,22,24,28,34,32,38
"ARHGDIG",0,0,0,0,0,0,0,0,0
"ARHGEF1",3,3,3,2,2,2,1,1,1
"ARHGEF10",3,3,3,4,3,4,4,4,5
"ARHGEF10L",2,2,3,3,3,3,4,3,3
"ARHGEF11",2,2,2,2,1,2,2,2,2
"ARHGEF12",9,9,9,9,8,9,9,9,10
"ARHGEF15",0,0,0,0,0,0,0,0,0
"ARHGEF16",0,0,0,0,0,0,0,0,0
"ARHGEF17",7,6,7,6,4,5,5,4,4
"ARHGEF18",5,5,4,4,3,3,3,3,3
"ARHGEF19",0,0,0,1,1,1,1,1,1
"ARHGEF2",10,10,8,9,7,7,7,6,6
"ARHGEF25",0,0,0,0,0,0,0,0,0
"ARHGEF26",5,5,5,6,6,7,7,7,8
"ARHGEF26-AS1",1,1,1,1,1,1,1,1,1
"ARHGEF28",2,3,3,5,4,6,7,7,8
"ARHGEF3",5,5,5,4,2,3,3,2,2
"ARHGEF3-AS1",0,0,0,0,0,0,0,0,0
"ARHGEF33",0,0,0,0,0,0,0,0,0
"ARHGEF35",0,0,0,0,0,0,0,0,0
"ARHGEF37",0,0,0,0,0,0,0,0,0
"ARHGEF38",0,0,0,0,0,0,0,0,0
"ARHGEF38-IT1",0,0,0,0,0,0,0,0,0
"ARHGEF39",1,1,1,2,1,2,2,2,3
"ARHGEF4",0,0,0,0,0,0,0,0,0
"ARHGEF40",1,1,2,2,2,2,2,2,2
"ARHGEF5",0,0,0,0,0,0,0,0,0
"ARHGEF6",38,35,31,27,21,20,17,13,11
"ARHGEF7",7,8,7,7,6,7,8,6,7
"ARHGEF9",2,2,2,2,1,2,2,1,1
"ARID1A",23,21,21,22,18,21,21,19,21
"ARID1B",11,12,12,13,11,14,14,13,14
"ARID2",44,42,43,41,36,40,41,37,38
"ARID3A",0,0,0,0,0,0,0,0,0
"ARID3B",2,2,1,1,1,1,1,1,0
"ARID3C",0,0,0,0,0,0,0,0,0
"ARID4A",11,11,9,9,6,7,6,5,5
"ARID4B",19,20,19,20,17,20,19,17,18
"ARID5A",3,2,2,2,2,2,2,2,2
"ARID5B",80,80,73,71,58,62,61,52,56
"ARIH1",11,11,10,10,9,10,10,9,8
"ARIH2",29,31,32,32,27,33,32,29,33
"ARIH2OS",1,2,2,2,2,2,2,2,3
"ARL1",92,89,82,75,65,71,65,57,59
"ARL10",1,1,1,1,0,1,0,1,0
"ARL11",0,0,0,0,0,0,0,0,0
"ARL13A",0,0,0,0,0,0,0,0,0
"ARL13B",5,4,5,5,5,5,5,6,6
"ARL14",0,0,0,0,0,0,0,0,0
"ARL14EP",36,36,33,34,27,33,31,27,32
"ARL14EPL",0,0,0,0,0,0,0,0,0
"ARL15",3,4,5,5,4,6,8,7,7
"ARL16",11,14,12,15,12,16,17,16,20
"ARL17A",0,0,0,1,0,0,0,1,1
"ARL17B",0,0,0,0,0,0,0,1,0
"ARL2",68,77,75,88,78,94,104,92,101
"ARL2-SNX15",0,0,0,0,0,0,0,0,0
"ARL2BP",49,49,51,51,42,54,52,47,50
"ARL3",48,44,43,40,34,38,36,30,32
"ARL4A",217,192,180,151,125,128,112,89,83
"ARL4C",4,4,4,4,3,3,4,3,4
"ARL4D",48,37,31,29,22,18,12,8,5
"ARL5A",19,18,18,18,14,17,17,15,16
"ARL5B",3,3,3,3,2,2,2,2,3
"ARL5C",0,0,0,0,0,0,0,0,0
"ARL6",4,4,4,3,2,3,3,2,2
"ARL6IP1",259,314,350,398,395,487,528,513,600
"ARL6IP4",48,50,53,52,48,59,53,52,57
"ARL6IP5",401,370,345,318,252,256,238,193,186
"ARL6IP6",5,9,9,10,11,15,17,15,16
"ARL8A",2,2,1,1,1,1,1,2,1
"ARL8B",49,49,48,47,42,49,43,42,43
